OptimumG Tutorial Tire Data,,,,,,,
i,SA,SR,IA,Fy,Fz,MZ,V
478,8.988,-0.07,-2.968,-5351.942871,-6296.56,-22.38566017,26.666
479,8.958,-0.071,-2.968,-5366.152344,-6325.6,-22.57269478,26.694
480,8.918,-0.071,-2.968,-5392.269531,-6351.519,-22.25709343,26.694
481,8.878,-0.071,-2.968,-5384.48877,-6343.2,-21.90678215,26.694
482,8.848,-0.071,-2.968,-5355.07666,-6313.039,-21.62648964,26.694
483,8.818,-0.07,-2.968,-5333.062988,-6274.879,-20.91888046,26.694
484,8.778,-0.07,-2.968,-5318.911133,-6260.08,-20.56710434,26.694
485,8.748,-0.071,-2.968,-5318.354004,-6274.879,-20.74509239,26.694
486,8.708,-0.07,-2.958,-5365.490234,-6308.399,-19.97348404,26.666
487,8.678,-0.07,-2.968,-5393.936523,-6336,-19.69922066,26.666
488,8.638,-0.07,-2.968,-5402.442383,-6344.719,-19.3366642,26.666
489,8.608,-0.07,-2.978,-5384.875488,-6325.438,-19.061903,26.666
490,8.558,-0.07,-2.968,-5356.823242,-6298.239,-18.62490082,26.666
491,8.528,-0.07,-2.958,-5327.644043,-6269.759,-18.37101555,26.666
492,8.488,-0.07,-2.968,-5325.830566,-6266.799,-18.00478172,26.666
493,8.458,-0.068,-2.958,-5378.169434,-6290,-16.75897598,26.666
494,8.418,-0.07,-2.968,-5381.927734,-6325.519,-17.32442474,26.666
495,8.388,-0.07,-2.968,-5404.996582,-6349.919,-17.02123451,26.666
496,8.338,-0.071,-2.968,-5386.021484,-6348.16,-17.06442451,26.666
497,8.298,-0.07,-2.968,-5376.337402,-6322.08,-16.20204544,26.666
498,8.268,-0.071,-2.968,-5322.169922,-6283.279,-16.47146416,26.694
499,8.228,-0.071,-2.978,-5297.550781,-6257.2,-16.11923981,26.694
500,8.188,-0.071,-2.968,-5301.452637,-6263.839,-15.7513876,26.722
501,8.148,-0.071,-2.968,-5322.401367,-6287.2,-15.35146427,26.722
502,8.108,-0.071,-2.968,-5355.756836,-6323.919,-14.9232626,26.722
503,8.078,-0.071,-2.978,-5373.370605,-6342.399,-14.59802151,26.722
504,8.038,-0.071,-2.968,-5361.499023,-6333.119,-14.23736572,26.722
505,7.988,-0.071,-2.968,-5327.29248,-6299.2,-13.81486034,26.694
506,7.958,-0.071,-2.968,-5295.54248,-6266.879,-13.58471775,26.694
507,7.918,-0.071,-2.958,-5281.183594,-6255.039,-13.2331152,26.694
508,7.878,-0.071,-2.968,-5295.000977,-6270.639,-12.81028461,26.694
509,7.838,-0.071,-2.968,-5327.187012,-6307.68,-12.34293365,26.694
510,7.798,-0.071,-2.968,-5352.992188,-6338.239,-11.87734795,26.694
511,7.758,-0.071,-2.968,-5354.411621,-6342.719,-11.46785831,26.694
512,7.728,-0.071,-2.968,-5334.384277,-6323.279,-11.2187233,26.694
513,7.688,-0.07,-2.958,-5321.845703,-6295.438,-10.2978096,26.666
514,7.648,-0.07,-2.968,-5298.985352,-6272.239,-9.953700066,26.666
515,7.618,-0.07,-2.968,-5293.083008,-6268.239,-9.663642883,26.666
516,7.578,-0.07,-2.968,-5317.359375,-6298.239,-9.161341667,26.666
517,7.548,-0.071,-2.968,-5325.669434,-6329.519,-9.390278816,26.694
518,7.508,-0.071,-2.968,-5341.585938,-6351.2,-8.912294388,26.694
519,7.468,-0.071,-2.968,-5333.030273,-6346,-8.519098282,26.722
520,7.428,-0.071,-2.968,-5296.16748,-6309.359,-8.234755516,26.722
521,7.398,-0.071,-2.968,-5264.208984,-6277.039,-8.040534973,26.722
522,7.358,-0.071,-2.968,-5242.62793,-6257.438,-7.70334959,26.749
523,7.308,-0.071,-2.968,-5254.26709,-6276.479,-7.126802444,26.722
524,7.288,-0.071,-2.978,-5283.098633,-6310,-6.783173084,26.722
525,7.238,-0.071,-2.968,-5311.19043,-6350.239,-6.116724491,26.722
526,7.198,-0.071,-2.968,-5312.274902,-6357.279,-5.667850494,26.722
527,7.158,-0.071,-2.968,-5284.083984,-6330.959,-5.359209061,26.722
528,7.128,-0.071,-2.968,-5249.900879,-6296.239,-5.193527699,26.722
529,7.078,-0.071,-2.958,-5214.355957,-6264.56,-4.82272625,26.694
530,7.038,-0.071,-2.968,-5209.056152,-6263.2,-4.402403355,26.722
531,6.998,-0.07,-2.968,-5243.750488,-6288.799,-3.137451172,26.694
532,6.958,-0.071,-2.968,-5250.392578,-6325.2,-3.280656815,26.722
533,6.918,-0.071,-2.968,-5261.803711,-6346.16,-2.754764318,26.694
534,6.878,-0.07,-2.968,-5267.82959,-6338.959,-1.588008165,26.694
535,6.838,-0.07,-2.968,-5240.01416,-6313.919,-1.291330576,26.694
536,6.798,-0.071,-2.968,-5184.76416,-6278.479,-1.824381471,26.722
537,6.758,-0.071,-2.968,-5163.859863,-6261.759,-1.490054727,26.722
538,6.708,-0.071,-2.968,-5167.1875,-6276.56,-0.887473524,26.722
539,6.688,-0.071,-2.968,-5193.47998,-6312.959,-0.480322659,26.749
540,6.648,-0.071,-2.958,-5206.493652,-6340.08,0.080613159,26.749
541,6.598,-0.071,-2.968,-5201.931152,-6345.2,0.660338521,26.749
542,6.568,-0.071,-2.978,-5178.92334,-6322.719,0.867575288,26.749
543,6.528,-0.071,-2.968,-5140.394531,-6287.119,1.071608663,26.749
544,6.488,-0.071,-2.968,-5107.670898,-6256.959,1.318858266,26.749
545,6.458,-0.071,-2.968,-5102.828125,-6258.959,1.645845652,26.749
546,6.418,-0.071,-2.968,-5116.755371,-6287.6,2.23805356,26.749
547,6.378,-0.071,-2.958,-5135.961426,-6325.519,2.878242016,26.722
548,6.348,-0.071,-2.968,-5147.801758,-6348.08,3.35597682,26.722
549,6.288,-0.071,-2.968,-5127.696289,-6341.438,3.954399347,26.722
550,6.268,-0.071,-2.968,-5097.487305,-6308.879,3.957859755,26.722
551,6.218,-0.071,-2.968,-5058.759277,-6275.119,4.267875195,26.722
552,6.178,-0.071,-2.958,-5037.755371,-6263.039,4.592474461,26.722
553,6.138,-0.071,-2.948,-5039.05127,-6280.56,5.109094143,26.722
554,6.108,-0.07,-2.968,-5080.570801,-6316.799,6.626694679,26.722
555,6.068,-0.07,-2.968,-5094.144531,-6350.08,7.298394203,26.722
556,6.018,-0.071,-2.968,-5065.444824,-6357.919,6.930147171,26.722
557,5.978,-0.071,-2.968,-5038.86377,-6338.16,7.211572647,26.749
558,5.938,-0.071,-2.968,-4998.435059,-6299.519,7.356182098,26.749
559,5.898,-0.071,-2.968,-4968.546875,-6275.359,7.598722458,26.777
560,5.848,-0.071,-2.968,-4956.074707,-6279.839,8.143955231,26.777
561,5.808,-0.071,-2.968,-4965.77832,-6311.6,8.783659935,26.777
562,5.778,-0.071,-2.968,-4980.40918,-6346.56,9.348456383,26.777
563,5.728,-0.071,-2.968,-4977.318848,-6366.959,10.01369858,26.777
564,5.688,-0.071,-2.968,-4954.30957,-6354.239,10.32643127,26.777
565,5.648,-0.071,-2.968,-4919.737793,-6324.879,10.50976753,26.777
566,5.608,-0.071,-2.968,-4883.98584,-6293.839,10.67607784,26.749
567,5.568,-0.071,-2.968,-4861.633789,-6282.56,10.98800278,26.749
568,5.528,-0.071,-2.968,-4858.942383,-6300.799,11.52273941,26.749
569,5.488,-0.071,-2.968,-4869.265625,-6339.519,12.21662521,26.749
570,5.448,-0.071,-2.958,-4872.299805,-6370.719,12.83304787,26.749
571,5.398,-0.07,-2.968,-4871.158203,-6367.2,14.40890503,26.749
572,5.358,-0.07,-2.968,-4839.788086,-6344.399,14.61141491,26.749
573,5.318,-0.07,-2.968,-4798.086914,-6305.6,14.67493343,26.749
574,5.278,-0.07,-2.968,-4763.444824,-6277.839,14.82656384,26.749
575,5.248,-0.07,-2.968,-4754.135742,-6283.359,15.15905857,26.749
576,5.208,-0.07,-2.958,-4759.831055,-6322.639,15.84945774,26.749
577,5.168,-0.07,-2.968,-4765.806641,-6359.119,16.56027985,26.749
578,5.128,-0.07,-2.958,-4755.39209,-6374.879,17.04659843,26.777
579,5.088,-0.071,-2.968,-4709.750977,-6361.359,16.17308998,26.777
580,5.048,-0.071,-2.968,-4668.296875,-6323.759,16.22291946,26.805
581,4.998,-0.071,-2.968,-4623.005859,-6287.759,16.36849976,26.805
582,4.958,-0.071,-2.968,-4599.742188,-6281.119,16.66094971,26.805
583,4.918,-0.071,-2.968,-4592.191406,-6302,17.17499352,26.805
584,4.878,-0.071,-2.968,-4595.44873,-6342.959,17.8518219,26.805
585,4.838,-0.07,-2.968,-4610.113281,-6370.16,19.60708427,26.805
586,4.798,-0.07,-2.968,-4594.047852,-6379.359,20.02377892,26.777
587,4.758,-0.07,-2.968,-4561.779297,-6359.839,20.18268585,26.777
588,4.708,-0.07,-2.968,-4516.391602,-6326.479,20.29511833,26.777
589,4.678,-0.068,-2.958,-4527.61377,-6307.359,22.78005791,26.777
590,4.628,-0.068,-2.968,-4505.19043,-6314.399,23.2797718,26.777
591,4.588,-0.068,-2.968,-4498.385742,-6344.08,23.88733101,26.777
592,4.538,-0.068,-2.968,-4488.221191,-6380.08,24.62777138,26.777
593,4.508,-0.068,-2.968,-4480.040527,-6398.719,25.03834724,26.777
594,4.458,-0.068,-2.968,-4444.625977,-6388.239,25.30904007,26.777
595,4.428,-0.068,-2.968,-4411.88623,-6359.438,25.24774742,26.777
596,4.378,-0.068,-2.968,-4366.605957,-6330,25.31910133,26.777
597,4.348,-0.068,-2.968,-4346.581055,-6326.879,25.49806786,26.777
598,4.308,-0.068,-2.968,-4332.223145,-6348.479,25.97939491,26.805
599,4.268,-0.07,-2.968,-4287.916504,-6390.319,24.02402878,26.805
600,4.228,-0.07,-2.968,-4275.175781,-6418.319,24.51585579,26.833
601,4.188,-0.07,-2.968,-4251.993652,-6425.039,24.81484604,26.833
602,4.138,-0.07,-2.968,-4207.206543,-6399.68,24.88673019,26.833
603,4.098,-0.07,-2.968,-4167.640625,-6371.359,24.86832237,26.833
604,4.058,-0.068,-2.968,-4170.739258,-6353.039,27.55827141,26.833
605,4.018,-0.068,-2.958,-4148.688965,-6368.319,27.89175034,26.833
606,3.978,-0.068,-2.968,-4139.210449,-6406.639,28.48963165,26.833
607,3.928,-0.068,-2.968,-4119.428223,-6443.119,29.07842636,26.805
608,3.898,-0.068,-2.958,-4104.286133,-6462.16,29.36612701,26.805
609,3.868,-0.068,-2.968,-4077.020996,-6445.2,29.375103,26.805
610,3.828,-0.068,-2.968,-4035.090088,-6414.319,29.2641201,26.805
611,3.778,-0.068,-2.968,-3988.046387,-6388.959,29.23877144,26.805
612,3.758,-0.068,-2.968,-3971.744873,-6385.119,29.28340149,26.805
613,3.718,-0.068,-2.968,-3952.106689,-6410.239,29.66498184,26.805
614,3.678,-0.068,-2.968,-3937.505615,-6449.759,30.16478157,26.805
615,3.638,-0.068,-2.968,-3916.996582,-6475.919,30.53093529,26.805
616,3.608,-0.068,-2.968,-3891.491211,-6469.839,30.5682888,26.805
617,3.558,-0.068,-2.968,-3839.72998,-6435.68,30.40766716,26.833
618,3.518,-0.068,-2.968,-3796.555664,-6403.759,30.23187065,26.833
619,3.468,-0.068,-2.958,-3750.456299,-6389.359,30.19625664,26.833
620,3.438,-0.068,-2.958,-3731.994141,-6403.759,30.38684845,26.861
621,3.398,-0.068,-2.958,-3711.25415,-6434.959,30.73331833,26.861
622,3.358,-0.068,-2.968,-3691.448486,-6466.08,31.09745979,26.861
623,3.328,-0.068,-2.968,-3668.713135,-6471.119,31.18267822,26.861
624,3.278,-0.068,-2.968,-3621.772461,-6454.08,31.09866142,26.861
625,3.238,-0.068,-2.968,-3577.343018,-6420.56,30.85733032,26.861
626,3.188,-0.068,-2.968,-3527.256836,-6394.879,30.68190765,26.833
627,3.148,-0.068,-2.958,-3493.034912,-6396.799,30.68585396,26.833
628,3.108,-0.067,-2.968,-3486.74707,-6424,32.33346939,26.833
629,3.058,-0.067,-2.968,-3457.24707,-6464.799,32.66702652,26.833
630,3.018,-0.067,-2.968,-3431.867188,-6493.68,32.88485336,26.833
631,2.988,-0.067,-2.968,-3403.520752,-6486.319,32.80004883,26.833
632,2.938,-0.067,-2.968,-3350.480713,-6455.68,32.49889374,26.833
633,2.898,-0.066,-2.968,-3323.198975,-6428,33.61790848,26.833
634,2.858,-0.066,-2.968,-3284.644043,-6417.039,33.4622879,26.833
635,2.828,-0.067,-2.958,-3246.090576,-6435.2,32.13937759,26.833
636,2.798,-0.067,-2.958,-3231.753906,-6476.879,32.40788651,26.833
637,2.748,-0.066,-2.968,-3212.469971,-6505.119,33.949543,26.833
638,2.718,-0.067,-2.958,-3169.735596,-6510.719,32.47889709,26.861
639,2.678,-0.067,-2.968,-3129.262695,-6489.919,32.2459259,26.861
640,2.618,-0.068,-2.958,-3048.990479,-6457.438,30.45462799,26.888
641,2.598,-0.067,-2.968,-3042.864014,-6440.479,31.63194656,26.888
642,2.548,-0.067,-2.958,-2998.246094,-6449.68,31.49438286,26.888
643,2.508,-0.067,-2.968,-2970.814453,-6478.239,31.58521271,26.888
644,2.458,-0.067,-2.968,-2932.675293,-6508.56,31.59651756,26.888
645,2.428,-0.067,-2.968,-2910.054688,-6528.639,31.60555649,26.861
646,2.388,-0.066,-2.958,-2881.962158,-6515.039,32.62355423,26.861
647,2.338,-0.066,-2.968,-2829.246094,-6486.479,32.20061493,26.861
648,2.298,-0.064,-2.998,-2816.160889,-6455.68,34.53929138,26.861
649,2.258,-0.066,-2.958,-2744.840088,-6456.959,31.52433777,26.861
650,2.208,-0.064,-2.968,-2731.302002,-6478.08,34.03986359,26.861
651,2.178,-0.064,-2.968,-2711.457031,-6514.16,34.109375,26.861
652,2.138,-0.064,-2.968,-2678.280762,-6536.16,33.99242783,26.861
653,2.108,-0.064,-2.958,-2648.111572,-6538.08,33.75111771,26.861
654,2.058,-0.064,-2.968,-2594.802979,-6511.2,33.22341537,26.833
655,2.018,-0.064,-2.968,-2548.012939,-6477.68,32.67938995,26.861
656,1.978,-0.064,-2.968,-2505.767334,-6463.279,32.26470566,26.861
657,1.938,-0.064,-2.968,-2469.615479,-6475.2,32.02329636,26.861
658,1.908,-0.064,-2.968,-2447.32959,-6505.519,31.9787178,26.861
659,1.858,-0.066,-2.968,-2381.542969,-6536.959,29.31553268,26.888
660,1.818,-0.064,-2.958,-2367.455811,-6550,31.44272804,26.888
661,1.778,-0.064,-2.968,-2326.178955,-6534.56,31.01228142,26.888
662,1.738,-0.064,-2.968,-2279.631348,-6502.639,30.43306351,26.888
663,1.698,-0.064,-2.958,-2233.257324,-6478.479,29.86224556,26.888
664,1.658,-0.064,-2.998,-2199.518066,-6476,29.6056385,26.888
665,1.618,-0.064,-2.978,-2161.516357,-6498,29.26599503,26.888
666,1.578,-0.064,-2.968,-2127.595947,-6532.56,29.02480698,26.888
667,1.538,-0.064,-2.958,-2089.085449,-6546.399,28.64691734,26.861
668,1.498,-0.063,-2.958,-2058.98999,-6544.479,29.31849289,26.861
669,1.458,-0.063,-2.968,-2015.703125,-6521.6,28.76538849,26.861
670,1.408,-0.063,-2.968,-1959.534424,-6492.639,28.01815987,26.861
671,1.388,-0.063,-2.968,-1937.242676,-6481.839,27.72214127,26.861
672,1.328,-0.062,-2.968,-1889.210571,-6496.399,28.13723564,26.861
673,1.298,-0.062,-2.958,-1862.938477,-6524.56,27.88417053,26.861
674,1.258,-0.062,-2.968,-1829.075073,-6549.759,27.55312347,26.861
675,1.218,-0.062,-2.968,-1788.496948,-6550,27.03089905,26.861
676,1.178,-0.062,-2.968,-1743.641357,-6528.799,26.38309669,26.861
677,1.128,-0.062,-2.968,-1687.310913,-6500.719,25.56023026,26.861
678,1.078,-0.063,-2.968,-1624.907593,-6482.399,23.86567116,26.888
679,1.048,-0.063,-2.968,-1595.514771,-6487.438,23.49454689,26.888
680,0.998,-0.063,-2.968,-1549.663208,-6512.719,22.94825172,26.916
681,0.958,-0.063,-2.958,-1512.038696,-6537.039,22.48290443,26.916
682,0.918,-0.063,-2.968,-1474.830444,-6546.719,22.01225281,26.916
683,0.868,-0.062,-2.968,-1428.689941,-6534.56,22.07588577,26.916
684,0.838,-0.063,-2.968,-1385.823608,-6505.438,20.70174026,26.916
685,0.798,-0.062,-2.968,-1346.815796,-6478.56,20.78525734,26.888
686,0.758,-0.062,-2.958,-1302.746582,-6469.759,20.11737061,26.888
687,0.708,-0.061,-2.968,-1261.893921,-6484.08,20.20487404,26.861
688,0.668,-0.061,-2.968,-1225.71521,-6511.68,19.70290947,26.888
689,0.628,-0.061,-2.968,-1188.416626,-6533.438,19.16518402,26.861
690,0.598,-0.059,-2.978,-1168.747803,-6525.68,20.08811951,26.861
691,0.558,-0.059,-2.968,-1121.642822,-6504.399,19.25678253,26.861
692,0.518,-0.059,-2.968,-1074.6698,-6474.16,18.42308998,26.861
693,0.478,-0.059,-2.968,-1029.602661,-6454.399,17.6377964,26.861
694,0.438,-0.059,-2.938,-984.6165161,-6463.2,16.86613083,26.861
695,0.408,-0.059,-2.968,-961.7383423,-6483.359,16.53606987,26.861
696,0.378,-0.059,-2.968,-934.2305908,-6505.2,16.09766579,26.861
697,0.338,-0.059,-2.968,-893.2226563,-6509.359,15.40138817,26.888
698,0.298,-0.059,-2.968,-848.5688477,-6492.16,14.6137743,26.888
699,0.268,-0.061,-2.958,-803.1671143,-6462.08,12.95045853,26.888
700,0.218,-0.061,-2.968,-749.1668701,-6437.6,12.06080341,26.916
701,0.178,-0.061,-2.968,-707.3041992,-6433.919,11.37816906,26.916
702,0.148,-0.059,-2.968,-685.715271,-6453.68,11.75921917,26.916
703,0.108,-0.059,-2.968,-646.9168091,-6471.68,11.09941292,26.916
704,0.078,-0.059,-2.958,-615.7959595,-6483.039,10.55901623,26.888
705,0.038,-0.059,-2.968,-573.7908325,-6471.359,9.821429253,26.888
706,0,-0.059,-2.968,-529.9011841,-6444.879,9.03567791,26.888
707,-0.028,-0.059,-2.968,-495.236084,-6410.16,8.408372879,26.888
708,-0.068,-0.059,-2.968,-451.2817688,-6395.6,7.632441998,26.861
709,-0.108,-0.059,-2.958,-409.5717468,-6406,6.904538631,26.861
710,-0.148,-0.057,-2.968,-375.6837158,-6426.959,6.722019196,26.861
711,-0.198,-0.057,-2.968,-325.622345,-6444,5.796124458,26.861
712,-0.218,-0.057,-2.968,-304.5803223,-6444.239,5.40373373,26.861
713,-0.268,-0.057,-2.968,-247.8317719,-6417.359,4.33825922,26.861
714,-0.308,-0.057,-2.968,-201.4728088,-6388.719,3.470078468,26.861
715,-0.338,-0.057,-2.968,-166.5348816,-6365.519,2.818360806,26.861
716,-0.378,-0.057,-2.968,-124.5354462,-6365.68,2.041564941,26.861
717,-0.418,-0.057,-2.958,-82.78521729,-6378.799,1.270597219,26.861
718,-0.448,-0.059,-2.968,-56.1723938,-6401.039,0.726513803,26.888
719,-0.498,-0.059,-2.968,-5.27331686,-6408.959,-0.158738345,26.888
720,-0.528,-0.059,-2.958,29.69809532,-6393.6,-0.763784349,26.888
721,-0.578,-0.059,-2.968,83.68535614,-6366.959,-1.694163084,26.916
722,-0.618,-0.059,-2.968,129.7102661,-6333.2,-2.479649067,26.888
723,-0.658,-0.059,-2.958,174.1041565,-6322.639,-3.234444141,26.888
724,-0.688,-0.059,-2.968,202.3491211,-6331.839,-3.719995022,26.888
725,-0.728,-0.057,-2.968,243.8555603,-6353.2,-4.694901943,26.888
726,-0.768,-0.057,-2.968,284.0028381,-6365.359,-5.421032429,26.861
727,-0.818,-0.057,-2.998,332.1365051,-6358.639,-6.291361809,26.861
728,-0.858,-0.057,-2.968,382.4398804,-6328.799,-7.161968708,26.861
729,-0.898,-0.057,-2.968,427.9242554,-6296.959,-7.949429035,26.861
730,-0.938,-0.057,-2.968,471.4503479,-6279.759,-8.702795029,26.861
731,-0.978,-0.057,-2.968,512.4481812,-6282.959,-9.417789459,26.861
732,-1.008,-0.057,-2.968,540.8406982,-6305.039,-9.922060013,26.861
733,-1.058,-0.057,-2.968,590.9291992,-6318.16,-10.79218864,26.833
734,-1.088,-0.057,-2.968,621.3405762,-6322.719,-11.31511784,26.833
735,-1.128,-0.057,-2.968,665.1950073,-6299.6,-12.04454136,26.833
736,-1.168,-0.057,-2.958,711.2061157,-6269.68,-12.78977394,26.833
737,-1.208,-0.057,-2.968,753.4528198,-6243.039,-13.48073006,26.861
738,-1.248,-0.057,-2.958,796.3690186,-6238.399,-14.17621994,26.861
739,-1.278,-0.057,-2.968,823.6345825,-6255.2,-14.64410114,26.861
740,-1.318,-0.057,-2.968,862.1581421,-6276.56,-15.28736115,26.888
741,-1.368,-0.057,-2.968,911.7322998,-6288.879,-16.09503746,26.888
742,-1.408,-0.057,-2.968,953.8839722,-6273.359,-16.75196457,26.888
743,-1.448,-0.057,-2.968,997.0177612,-6245.919,-17.4050293,26.888
744,-1.488,-0.057,-2.968,1039.949829,-6217.839,-18.04446793,26.861
745,-1.528,-0.057,-2.968,1081.308716,-6204.479,-18.66444588,26.861
746,-1.568,-0.057,-2.968,1120.943848,-6209.039,-19.26803207,26.861
747,-1.608,-0.057,-2.968,1158.90625,-6231.839,-19.85805321,26.833
748,-1.638,-0.057,-2.968,1187.183472,-6250.639,-20.29513359,26.833
749,-1.678,-0.057,-2.968,1227.110474,-6249.279,-20.8774395,26.833
750,-1.718,-0.057,-2.968,1268.631348,-6227.039,-21.45212746,26.833
751,-1.758,-0.057,-2.968,1310.293457,-6199.6,-22.01257515,26.833
752,-1.798,-0.056,-2.958,1358.917725,-6180.08,-23.32890511,26.833
753,-1.828,-0.056,-2.958,1388.006226,-6185.839,-23.74682426,26.805
754,-1.878,-0.056,-2.968,1433.632324,-6211.359,-24.42810249,26.805
755,-1.908,-0.057,-2.968,1454.980957,-6229.839,-24.02270508,26.805
756,-1.948,-0.057,-2.968,1493.877197,-6229.68,-24.53318024,26.805
757,-1.998,-0.057,-2.968,1543.267822,-6214.639,-25.15013695,26.833
758,-2.018,-0.057,-2.958,1565.714844,-6189.279,-25.38610649,26.833
759,-2.068,-0.057,-2.968,1612.8479,-6176.08,-25.9692955,26.833
760,-2.108,-0.057,-2.968,1651.216187,-6172.08,-26.42862129,26.861
761,-2.148,-0.057,-2.968,1688.098999,-6192.799,-26.89345169,26.861
762,-2.188,-0.057,-2.968,1724.834961,-6214.239,-27.34865761,26.861
763,-2.228,-0.057,-2.968,1761.897339,-6227.438,-27.78768921,26.833
764,-2.268,-0.057,-2.958,1801.35022,-6222.639,-28.20155334,26.833
765,-2.308,-0.057,-2.968,1838.108154,-6201.919,-28.58914948,26.833
766,-2.338,-0.057,-2.958,1868.651001,-6176.479,-28.85701942,26.805
767,-2.388,-0.057,-2.968,1913.663696,-6165.039,-29.3211937,26.805
768,-2.418,-0.057,-2.968,1940.700195,-6180.08,-29.61377907,26.805
769,-2.478,-0.057,-2.968,1994.641479,-6207.68,-30.17756462,26.805
770,-2.508,-0.057,-2.968,2021.188965,-6230.719,-30.46085739,26.805
771,-2.548,-0.057,-2.958,2058.987061,-6234.799,-30.79224396,26.777
772,-2.588,-0.057,-2.968,2093.930176,-6218.399,-31.09597588,26.777
773,-2.618,-0.057,-2.968,2121.427979,-6193.438,-31.29198837,26.777
774,-2.658,-0.057,-2.958,2158.958496,-6176.479,-31.55335999,26.777
775,-2.708,-0.057,-2.968,2201.50415,-6177.6,-31.91235542,26.777
776,-2.738,-0.057,-2.958,2229.226807,-6196.239,-32.13315582,26.777
777,-2.788,-0.057,-2.968,2270.969238,-6225.68,-32.50890732,26.777
778,-2.818,-0.057,-2.958,2298.598877,-6236.479,-32.69901276,26.805
779,-2.868,-0.059,-2.968,2320.513184,-6227.68,-30.79875755,26.805
780,-2.908,-0.059,-2.968,2354.676025,-6207.919,-30.9696579,26.805
781,-2.948,-0.059,-2.958,2390.012695,-6184,-31.10515022,26.805
782,-2.988,-0.059,-2.968,2421.866943,-6177.839,-31.28294945,26.805
783,-3.028,-0.059,-2.968,2455.257813,-6188.799,-31.46528053,26.805
784,-3.068,-0.057,-2.968,2509.423096,-6211.438,-33.90736389,26.805
785,-3.108,-0.057,-2.968,2542.726318,-6227.68,-34.09266663,26.777
786,-3.138,-0.057,-2.968,2567.380127,-6225.919,-34.19530869,26.777
787,-3.178,-0.057,-2.968,2599.738281,-6210.239,-34.2920723,26.777
788,-3.218,-0.057,-2.958,2632.908203,-6180,-34.32282257,26.749
789,-3.258,-0.057,-2.948,2666.050293,-6166.16,-34.37362671,26.749
790,-3.298,-0.057,-2.968,2694.628906,-6169.6,-34.50895309,26.749
791,-3.338,-0.057,-2.958,2728.485596,-6189.2,-34.61499405,26.749
792,-3.378,-0.057,-2.968,2759.001221,-6211.279,-34.75531006,26.749
793,-3.408,-0.057,-2.958,2784.107666,-6214.719,-34.78558731,26.722
794,-3.458,-0.057,-2.968,2820.446289,-6203.438,-34.83343124,26.722
795,-3.498,-0.057,-2.968,2849.501221,-6177.438,-34.79550552,26.722
796,-3.528,-0.057,-2.958,2872.44458,-6156.479,-34.72932053,26.722
797,-3.568,-0.057,-2.968,2900.147217,-6149.438,-34.74009323,26.722
798,-3.618,-0.057,-2.968,2937.895508,-6162.639,-34.77004242,26.749
799,-3.658,-0.059,-2.968,2945.693848,-6187.119,-32.48118973,26.749
800,-3.698,-0.059,-2.968,2975.628662,-6201.6,-32.4871254,26.749
